"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"11","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","95822","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2021-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"12","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","95680","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2021-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"13","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","95543","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2021-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"14","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","95425","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2021-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"15","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","95123","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2020-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"16","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","94976","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2020-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"17","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","94842","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2020-07-29,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","94677","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2020-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"19","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","94549","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2020-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"20","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","91511","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2019-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"21","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","90563","0000000134","Onde OFB","2","Ecoulement non visible",3.247729279,48.501255053,2019-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"22","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","89455","0000000134","Onde OFB","2","Ecoulement non visible",3.247729279,48.501255053,2019-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"23","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","89152","0000000134","Onde OFB","1f","Ecoulement visible faible",3.247729279,48.501255053,2019-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"24","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","88804","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2019-05-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"25","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","83656","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2018-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"26","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","82656","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2018-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"27","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","81650","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2018-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"28","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","80806","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2018-06-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"29","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","80805","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2018-05-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"30","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","77259","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2017-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"31","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","76366","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2017-08-28,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"32","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","74060","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2017-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"33","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","73050","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2017-06-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"34","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","72015","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2017-05-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"35","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","69171","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2016-09-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"36","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","69051","0000000134","Onde OFB",NA,"Donnée manquante",3.247729279,48.501255053,2016-09-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2016
"37","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","68295","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2016-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"38","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","68256","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2016-07-29,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"39","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","68128","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2016-06-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"40","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","67904","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2016-05-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"41","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","67544","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2015-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"42","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","67390","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2015-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"43","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","67263","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2015-07-29,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"44","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","67017","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2015-06-30,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"45","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","66801","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2015-05-22,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"46","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","65451","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2014-09-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"47","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","64666","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2014-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"48","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","63780","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2014-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"49","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","63201","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2014-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"50","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","62253","0000000134","Onde OFB","1","Ecoulement visible",3.247729279,48.501255053,2014-05-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"51","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","1212","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2013-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2013
"52","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","1126","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2013-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"53","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","905","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2013-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"54","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","798","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2013-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"55","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","735","0000000134","Onde OFB","1f","Ecoulement visible faible",3.247729279,48.501255053,2013-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"56","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","643","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-10-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2012
"57","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","542","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-09-21,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"58","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","437","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"59","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","304","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"60","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","171","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"61","F2220001","Méances à Chalmaison","77","Seine-et-Marne","77076","CHALMAISON","11","Ile-de-France","03","Seine-Normandie","F2220600","Le ruisseau des Meances","68","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.247729279,48.501255053,2012-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"62","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","97467","0000000134","Onde OFB",NA,"Donnée manquante",2.823345678,48.141568492,2023-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"63","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","97402","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2023-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"64","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","97275","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2023-04-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"65","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","97099","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2023-03-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"66","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","96824","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2022-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"67","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","96651","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2022-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"68","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","96506","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2022-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"69","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","96352","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2022-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"70","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","96166","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2022-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"71","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95910","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2021-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"72","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95822","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2021-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"73","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95680","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2021-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"74","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95543","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2021-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"75","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95425","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2021-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"76","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","95123","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2020-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"77","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","94976","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2020-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"78","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","94842","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2020-07-29,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"79","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","94677","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2020-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"80","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","94549","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2020-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"81","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","91511","0000000134","Onde OFB","1f","Ecoulement visible faible",2.823345678,48.141568492,2019-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"82","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","90563","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2019-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"83","F4290001","Betz à Bransles","77","Seine-et-Marne","77050","BRANSLES","11","Ile-de-France","03","Seine-Normandie","F4298000","Le Betz","89455","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.823345678,48.141568492,2019-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
